node_id,n_seeds,mean_before,std_before,ci95_before,mean_after,std_after,ci95_after,delta_mean
core.tools._files_dir,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
core.tools._get_tavily_client,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
main._detect_configured_channels,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
scheduler.heartbeat._log_dir,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
scheduler.heartbeat._log_file,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
templates.skills.data.csv_analyzer.analyze.cmd_stats,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
templates.skills.data.pdf_writer.write_pdf.MarkdownPDF._render_inline,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
templates.skills.data.youtube.youtube_info._format_duration,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
templates.skills.dev.github.gh.cmd_prs,5,1.3215039848064798e-06,0.0,0.0,1.3215039848064798e-06,0.0,0.0,0.0
init,5,1.238909985756075e-06,0.0,0.0,1.238909985756075e-06,0.0,0.0,0.0
daemon._write_meta,5,1.0619228449337785e-06,0.0,0.0,1.0619228449337785e-06,0.0,0.0,0.0
onboard._load_existing,5,1.0619228449337785e-06,0.0,0.0,1.0619228449337785e-06,0.0,0.0,0.0
templates.skills.system.change_setting.update_config._get_nested,5,1.0619228449337785e-06,0.0,0.0,1.0619228449337785e-06,0.0,0.0,0.0
templates.skills.text.translator.translate.list_languages,5,1.0619228449337785e-06,0.0,0.0,1.0619228449337785e-06,0.0,0.0,0.0
templates.skills.data.weather.weather.format_current,5,9.439314177189141e-07,0.0,0.0,9.439314177189141e-07,0.0,0.0,0.0
session_manager,5,8.849357041114822e-07,1.183764530776631e-22,1.4698378002159143e-22,8.849357041114822e-07,1.183764530776631e-22,1.4698378002159143e-22,0.0
channels.telegram_bot.TelegramBot._is_mentioned,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
channels.telegram_bot.TelegramBot._strip_mention,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
channels.whatsapp_bot.WhatsAppBot._get_lock,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
config.files_dir,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
core.agent.Agent.chat,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
core.llm.gemini_client.GeminiProvider._convert_tool_calls_to_parts,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
core.llm.gemini_client.GeminiProvider._find_tool_name,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
core.skill_loader,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
core.tools._sanitize_filename,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
core.tools._venv_python,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
session_manager.SessionManager.get_lock,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
templates.skills.data.csv_analyzer.analyze.cmd_head,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
templates.skills.data.pdf_writer.write_pdf.MarkdownPDF,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
templates.skills.dev.code_runner.run_code.run_file,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
web.app._deep_set,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
web.app._get_chat_lock,5,7.079485632891856e-07,0.0,0.0,7.079485632891856e-07,0.0,0.0,0.0
templates.skills.system.onboarding.write_identity._style_notes,5,5.899571360743213e-07,0.0,0.0,5.899571360743213e-07,0.0,0.0,0.0
core.stt._extract_language,5,4.7196570885945707e-07,0.0,0.0,4.7196570885945707e-07,0.0,0.0,0.0
core.stt._extract_transcript,5,4.7196570885945707e-07,0.0,0.0,4.7196570885945707e-07,0.0,0.0,0.0
core.stt._get_key,5,4.7196570885945707e-07,0.0,0.0,4.7196570885945707e-07,0.0,0.0,0.0
core.agent._detail_log_file,5,3.539742816445928e-07,0.0,0.0,3.539742816445928e-07,0.0,0.0,0.0
core.retrieval.dense._jaccard,5,3.539742816445928e-07,0.0,0.0,3.539742816445928e-07,0.0,0.0,0.0
daemon._write_pid,5,3.539742816445928e-07,0.0,0.0,3.539742816445928e-07,0.0,0.0,0.0
templates.skills.text.translator.translate.translate,5,3.539742816445928e-07,0.0,0.0,3.539742816445928e-07,0.0,0.0,0.0
ABC,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agent,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BaseHTTPRequestHandler,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FPDF,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LLMProvider,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
__future__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
__main__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abc,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agent,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anthropic,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apscheduler.schedulers.asyncio,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apscheduler.triggers.cron,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
argparse,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asyncio,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base64,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.discord_bot,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.discord_bot.DiscordBot,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.discord_bot.DiscordBot.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.discord_bot.DiscordBot._is_allowed_channel,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.discord_bot.DiscordBot._is_allowed_user,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.discord_bot.DiscordBot._session_id,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.discord_bot.DiscordBot.start_async,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.discord_bot.DiscordBot.stop_async,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.discord_bot._do_send,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.discord_bot._sender,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.discord_bot.create_bot,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.discord_bot.on_message,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.discord_bot.on_ready,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot._cmd_clear_files,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot._cmd_compact,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot._cmd_reset,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot._cmd_start,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot._cmd_status,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot._handle_message,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot._is_allowed,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot._is_group,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot._session_id,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot.run_polling,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot.send_message,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot.start_async,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.TelegramBot.stop_async,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot._do_send,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot._sender,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.telegram_bot.create_bot,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.whatsapp_bot,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.whatsapp_bot.WhatsAppBot,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.whatsapp_bot.WhatsAppBot.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.whatsapp_bot.WhatsAppBot._is_allowed,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.whatsapp_bot.WhatsAppBot._session_id,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.whatsapp_bot.WhatsAppBot.mount,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.whatsapp_bot.WhatsAppBot.start_async,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.whatsapp_bot.WhatsAppBot.stop_async,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.whatsapp_bot._on_message,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.whatsapp_bot._sender,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channels.whatsapp_bot.create_bot,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chunker,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collections,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collections.abc,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compaction,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
concurrent.futures,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config.as_dict,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config.clear_files,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config.config_path,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config.get_int,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config.get_int_list,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config.get_str,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config.group_context_dir,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config.home,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config.per_group_isolation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config.reset,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contextlib,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
copy,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.agent.Agent,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.agent.Agent.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.agent.Agent._build_tools,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.agent.Agent._execute_tool_call,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.agent.Agent._proactive_memory_flush,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.agent.Agent.chat_stream,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.agent.Agent.clear_history,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.agent.Agent.compact,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.compaction,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.compaction.compact,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.compaction.estimate_tokens,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.knowledge.rag,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.knowledge.rag.KnowledgeRAG,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.knowledge.rag.KnowledgeRAG.__bool__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.knowledge.rag.KnowledgeRAG.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.knowledge.rag.KnowledgeRAG.__len__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.knowledge.rag.KnowledgeRAG.reload,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.knowledge.rag.KnowledgeRAG.retrieve,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.anthropic_client,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.anthropic_client.AnthropicProvider,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.anthropic_client.AnthropicProvider.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.anthropic_client.AnthropicProvider._merge_consecutive,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.anthropic_client.AnthropicProvider.chat,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.anthropic_client.AnthropicProvider.chat_stream,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.base.LLMProvider,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.base.LLMProvider.chat,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.base.LLMProvider.chat_stream,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.gemini_client,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.gemini_client.GeminiProvider,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.gemini_client.GeminiProvider.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.gemini_client.GeminiProvider.chat,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.openai_compatible.OpenAICompatibleProvider,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.openai_compatible.OpenAICompatibleProvider.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.openai_compatible.OpenAICompatibleProvider.chat,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.openai_compatible.OpenAICompatibleProvider.chat_stream,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.response,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.response.MockChoice,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.response.MockFunction,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.response.MockMessage,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.response.MockMessage.model_dump,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.response.MockResponse,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.llm.response.MockToolCall,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.manager,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.manager.MemoryManager,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.manager.MemoryManager.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.manager.MemoryManager.boot_context,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.manager.MemoryManager.forget,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.manager.MemoryManager.list_all,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.manager.MemoryManager.list_files,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.manager.MemoryManager.memory_get,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.manager.MemoryManager.read_index,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.manager.MemoryManager.recall,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.manager.MemoryManager.remember,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.manager.MemoryManager.write_index,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.storage,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.storage.MemoryStorage,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.storage.MemoryStorage.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.storage.MemoryStorage.delete,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.storage.MemoryStorage.get,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.storage.MemoryStorage.list_all,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.storage.MemoryStorage.list_memory_files,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.storage.MemoryStorage.read_index,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.storage.MemoryStorage.read_memory_file,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.storage.MemoryStorage.read_recent_daily_logs,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.storage.MemoryStorage.set,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.memory.storage.MemoryStorage.write_index,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.persistent_agent.PersistentAgent,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.persistent_agent.PersistentAgent.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.persistent_agent.PersistentAgent.chat,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.persistent_agent.PersistentAgent.compact,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.chunker,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.chunker.load_corpus_from_directory,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense.EmbeddingRetriever,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense.EmbeddingRetriever.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense.EmbeddingRetriever.fit,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense.EmbeddingRetriever.retrieve,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense._BigramBackend,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense._BigramBackend.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense._BigramBackend.fit,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense._BigramBackend.retrieve,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense._SentenceTransformersBackend,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense._SentenceTransformersBackend.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense._SentenceTransformersBackend.fit,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense._SentenceTransformersBackend.retrieve,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense._TfidfBackend,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense._TfidfBackend.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense._TfidfBackend.fit,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.dense._TfidfBackend.retrieve,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.fusion,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.fusion.reciprocal_rank_fusion,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.reranker,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.reranker.LLMReranker,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.reranker.LLMReranker.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.reranker.LLMReranker.rerank,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.retriever,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.retriever.HybridRetriever,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.retriever.HybridRetriever.__bool__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.retriever.HybridRetriever.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.retriever.HybridRetriever.__len__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.retriever.HybridRetriever.fit,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.retriever.HybridRetriever.retrieve,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.sparse,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.sparse.BM25Retriever,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.sparse.BM25Retriever.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.sparse.BM25Retriever.fit,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.retrieval.sparse.BM25Retriever.retrieve,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.session_store.SessionStore,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.session_store.SessionStore.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.session_store.SessionStore.delete,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.session_store.SessionStore.list_session_ids,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.session_store.SessionStore.load,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.session_store.SessionStore.save,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.CategoryMetadata,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.CategoryMetadata.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.Skill,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.Skill.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.Skill.description,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.Skill.name,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.SkillMetadata,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.SkillMetadata.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.SkillRegistry,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.SkillRegistry.__init__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.SkillRegistry.build_catalog,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.SkillRegistry.categories,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.SkillRegistry.get_resource_path,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.SkillRegistry.invalidate,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.SkillRegistry.list_resources,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.SkillRegistry.load_skill,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.list_skills_in_category,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.load_skill_by_name,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skill_loader.search_skills,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skillhub,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skillhub.browse,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skillhub.browse_async,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skillhub.format_search_results,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skillhub.get_skill_detail,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skillhub.install_skill,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skillhub.install_skill_async,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skillhub.search,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skillhub.search_async,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skillhub.stats,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skillhub.verify_api,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.skillhub.verify_api_async,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.stt,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.stt.no_key_message,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.stt.transcribe_bytes,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.stt.transcribe_bytes_async,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.tools,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.tools._fn,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.tools.configure_venv,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.tools.create_skill,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.tools.list_files,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.tools.read_file,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.tools.run_command,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.tools.send_file,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.tools.set_file_sender,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.tools.set_sandbox,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.tools.web_search,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.tools.write_file,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.utils,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.utils._flush,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core.utils.parse_frontmatter,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daemon,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daemon.print_status,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daemon.start_daemon,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daemon.stop_daemon,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataclasses,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
datetime,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dense,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discord,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
email.mime.multipart,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
